date,time,airline,origin,flight,direct_distance_km,flight_time,seats_per_flight,iata,TipoVoo
2026-06-17,16:40,SATA - Air Acores,Flores Island (Azores) (FLW),SP503,511 km,1h 25m,37,FLW,InterIlhas
2026-06-17,17:00,SATA - Air Acores,Horta (Azores) (HOR),SP577,244 km,0h 50m,37,HOR,InterIlhas
2026-06-17,17:10,TAP,Lisbon (LIS),TP1863,1449 km,2h 35m,194,LIS,Territoriais
2026-06-17,17:40,SATA - Air Acores,Sao Jorge Island (SJZ),SP429,239 km,0h 55m,37,SJZ,InterIlhas
2026-06-17,17:55,SATA - Air Acores,Terceira (TER),SP1403,165 km,0h 45m,79,TER,InterIlhas
2026-06-17,18:50,SATA - Air Acores,Horta (Azores) (HOR),SP447,278 km,0h 55m,79,HOR,InterIlhas
2026-06-17,19:00,SATA - Air Acores,Pico Island (Azores) (PIX),SP431,256 km,0h 50m,79,PIX,InterIlhas
2026-06-17,19:25,SATA - Air Acores,Santa Maria (Azores) (SMA),SP104,101 km,0h 30m,37,SMA,InterIlhas
2026-06-17,19:25,Azores Airlines,Lisbon (LIS),S4127,1449 km,2h 30m,188,LIS,Territoriais
2026-06-17,19:35,Azores Airlines,Porto (OPO),S4173,1509 km,2h 25m,188,OPO,Territoriais
2026-06-17,19:55,SATA - Air Acores,Pico Island (Azores) (PIX),SP1439,256 km,0h 50m,79,PIX,InterIlhas
2026-06-17,20:05,SATA - Air Acores,Santa Maria (Azores) (SMA),SP106,101 km,0h 30m,79,SMA,InterIlhas
2026-06-17,20:20,SATA - Air Acores,Terceira (TER),SP409,165 km,0h 45m,37,TER,InterIlhas
2026-06-17,20:45,Azores Airlines,Toronto (YYZ),S4322,4511 km,5h 45m,188,YYZ,Internacionais
2026-06-17,20:55,Azores Airlines,New York (JFK),S4246,4105 km,5h 35m,188,JFK,Internacionais
2026-06-17,21:15,Azores Airlines,Boston (BOS),S4224,3846 km,4h 55m,188,BOS,Internacionais
2026-06-17,21:25,SATA - Air Acores,Terceira (TER),SP491,165 km,0h 45m,79,TER,InterIlhas
2026-06-17,22:15,TAP,Lisbon (LIS),TP1865,1449 km,2h 35m,194,LIS,Territoriais
2026-06-18,05:35,Azores Airlines,Funchal (FNC),S4161,985 km,2h 05m,79,FNC,Territoriais
2026-06-18,06:00,Azores Airlines,Lisbon (LIS),S4121,1449 km,2h 30m,188,LIS,Territoriais
2026-06-18,06:10,Azores Airlines,Frankfurt (FRA),S4565,3032 km,4h 35m,168,FRA,Internacionais
2026-06-18,06:50,SATA - Air Acores,Terceira (TER),SP401,165 km,0h 45m,79,TER,InterIlhas
2026-06-18,07:25,SATA - Air Acores,Santa Maria (Azores) (SMA),SP100,101 km,0h 30m,79,SMA,InterIlhas
2026-06-18,08:15,TAP,Lisbon (LIS),TP1859,1449 km,2h 35m,194,LIS,Territoriais
2026-06-18,09:35,SATA - Air Acores,Terceira (TER),SP1409,165 km,0h 45m,37,TER,InterIlhas
2026-06-18,10:20,SATA - Air Acores,Terceira (TER),SP403,165 km,0h 45m,79,TER,InterIlhas
2026-06-18,10:25,SATA - Air Acores,Pico Island (Azores) (PIX),SP437,256 km,0h 50m,79,PIX,InterIlhas
2026-06-18,10:50,SATA - Air Acores,Graciosa Island (Azores) (GRW),SP419,252 km,0h 55m,37,GRW,InterIlhas
2026-06-18,10:55,SATA - Air Acores,Horta (Azores) (HOR),SP445,278 km,0h 55m,79,HOR,InterIlhas
2026-06-18,12:35,Azores Airlines,Lisbon (LIS),S4123,1449 km,2h 30m,168,LIS,Territoriais
2026-06-18,12:35,Azores Airlines,Porto (OPO),S4171,1509 km,2h 30m,188,OPO,Territoriais
2026-06-18,13:00,SATA - Air Acores,Terceira (TER),SP1407,165 km,0h 45m,79,TER,InterIlhas
2026-06-18,13:05,SATA - Air Acores,Flores Island (Azores) (FLW),SP501,511 km,1h 25m,37,FLW,InterIlhas
2026-06-18,13:10,SATA - Air Acores,Santa Maria (Azores) (SMA),SP102,101 km,0h 30m,79,SMA,InterIlhas
2026-06-18,13:25,Azores Airlines,Funchal (FNC),S4163,985 km,1h 50m,188,FNC,Territoriais
2026-06-18,13:25,Azores Airlines,Faro (FAO),S4199,1566 km,2h 40m,180,FAO,Territoriais
2026-06-18,13:40,SATA - Air Acores,Pico Island (Azores) (PIX),SP433,256 km,0h 50m,79,PIX,InterIlhas
2026-06-18,13:55,Azores Airlines,Paris (CDG),S4513,2583 km,4h 00m,180,CDG,Internacionais
2026-06-18,14:10,Azores Airlines,Lisbon (LIS),S4125,1449 km,2h 30m,180,LIS,Territoriais
2026-06-18,14:10,SATA - Air Acores,Sao Jorge Island (SJZ),SP429,239 km,0h 55m,37,SJZ,InterIlhas
2026-06-18,15:35,Transavia,Amsterdam (AMS),HV6423,2857 km,4h 35m,230,AMS,Internacionais
2026-06-18,15:35,SATA - Air Acores,Pico Island (Azores) (PIX),SP435,256 km,0h 50m,79,PIX,InterIlhas
2026-06-18,16:45,SATA - Air Acores,Flores Island (Azores) (FLW),SP503,511 km,1h 25m,37,FLW,InterIlhas
2026-06-18,17:20,TAP,Lisbon (LIS),TP1863,1449 km,2h 35m,194,LIS,Territoriais
2026-06-18,17:55,SATA - Air Acores,Santa Maria (Azores) (SMA),SP104,101 km,0h 30m,37,SMA,InterIlhas
2026-06-18,18:00,SATA - Air Acores,Horta (Azores) (HOR),SP575,235 km,0h 50m,37,HOR,InterIlhas
2026-06-18,18:05,SATA - Air Acores,Terceira (TER),SP1403,165 km,0h 45m,79,TER,InterIlhas
2026-06-18,18:25,SATA - Air Acores,Horta (Azores) (HOR),SP447,278 km,0h 55m,79,HOR,InterIlhas
2026-06-18,19:00,SATA - Air Acores,Pico Island (Azores) (PIX),SP431,256 km,0h 50m,79,PIX,InterIlhas
2026-06-18,19:25,Azores Airlines,Lisbon (LIS),S4127,1449 km,2h 30m,188,LIS,Territoriais
2026-06-18,19:35,Azores Airlines,Porto (OPO),S4173,1509 km,2h 25m,188,OPO,Territoriais
2026-06-18,19:55,SATA - Air Acores,Horta (Azores) (HOR),SP449,278 km,0h 55m,79,HOR,InterIlhas
2026-06-18,20:20,SATA - Air Acores,Pico Island (Azores) (PIX),SP1439,256 km,0h 50m,79,PIX,InterIlhas
2026-06-18,20:30,SATA - Air Acores,Terceira (TER),SP491,165 km,0h 45m,79,TER,InterIlhas
2026-06-18,20:45,Azores Airlines,Toronto (YYZ),S4322,4511 km,5h 45m,188,YYZ,Internacionais
2026-06-18,20:55,SATA - Air Acores,Santa Maria (Azores) (SMA),SP106,101 km,0h 30m,79,SMA,InterIlhas
2026-06-18,21:15,Azores Airlines,Boston (BOS),S4280,3846 km,4h 55m,188,BOS,Internacionais
2026-06-18,21:30,Azores Airlines,Montreal (YUL),S4328,4024 km,5h 20m,188,YUL,Internacionais
2026-06-18,22:00,Azores Airlines,Lisbon (LIS),S4129,1449 km,2h 30m,188,LIS,Territoriais
2026-06-18,22:10,SATA - Air Acores,Terceira (TER),SP1401,165 km,0h 45m,79,TER,InterIlhas
2026-06-18,22:15,TAP,Lisbon (LIS),TP1865,1449 km,2h 35m,194,LIS,Territoriais
2026-06-18,22:35,Air Canada,Toronto (YYZ),AC952,4511 km,5h 45m,170,YYZ,Internacionais
2026-06-18,23:05,United,New York (EWR),UA216,1199 km,2h 14m,179,EWR,Internacionais
2026-06-19,05:35,Azores Airlines,Funchal (FNC),S4161,985 km,2h 05m,79,FNC,Territoriais
2026-06-19,06:00,Azores Airlines,Lisbon (LIS),S4121,1449 km,2h 30m,188,LIS,Territoriais
2026-06-19,06:00,Azores Airlines,Porto (OPO),S4177,1509 km,2h 30m,168,OPO,Territoriais
2026-06-19,06:40,SATA - Air Acores,Terceira (TER),SP401,165 km,0h 45m,79,TER,InterIlhas
2026-06-19,07:25,SATA - Air Acores,Santa Maria (Azores) (SMA),SP100,101 km,0h 30m,79,SMA,InterIlhas
2026-06-19,08:15,TAP,Lisbon (LIS),TP1859,1449 km,2h 35m,194,LIS,Territoriais
2026-06-19,09:00,SATA - Air Acores,Corvo Island (Azores) (CVU),SP1513,517 km,1h 25m,37,CVU,InterIlhas
2026-06-19,09:35,SATA - Air Acores,Terceira (TER),SP1409,165 km,0h 45m,37,TER,InterIlhas
2026-06-19,10:50,SATA - Air Acores,Pico Island (Azores) (PIX),SP437,256 km,0h 50m,79,PIX,InterIlhas
2026-06-19,10:50,SATA - Air Acores,Graciosa Island (Azores) (GRW),SP419,252 km,0h 55m,37,GRW,InterIlhas
2026-06-19,11:00,TAP,Lisbon (LIS),TP1861,1449 km,2h 30m,174,LIS,Territoriais
2026-06-19,11:20,SATA - Air Acores,Horta (Azores) (HOR),SP445,278 km,0h 55m,79,HOR,InterIlhas
2026-06-19,11:45,Azores Airlines,Boston (BOS),S4220,3846 km,5h 05m,188,BOS,Internacionais
2026-06-19,11:45,SATA - Air Acores,Sao Jorge Island (SJZ),SP421,239 km,0h 55m,37,SJZ,InterIlhas
2026-06-19,11:55,Azores Airlines,Praia (RAI),S4281,3846 km,6h 10m,188,RAI,Internacionais
2026-06-19,12:25,SmartWings,Prague (PRG),QS1172,3432 km,5h 05m,189,PRG,Internacionais
2026-06-19,12:35,Azores Airlines,Porto (OPO),S4171,1509 km,2h 30m,188,OPO,Territoriais
2026-06-19,12:35,Azores Airlines,Lisbon (LIS),S4123,1449 km,2h 30m,168,LIS,Territoriais
2026-06-19,13:10,SATA - Air Acores,Santa Maria (Azores) (SMA),SP102,101 km,0h 30m,79,SMA,InterIlhas
2026-06-19,13:55,SATA - Air Acores,Terceira (TER),SP1407,165 km,0h 45m,79,TER,InterIlhas
2026-06-19,14:10,Azores Airlines,Lisbon (LIS),S4125,1449 km,2h 30m,180,LIS,Territoriais
2026-06-19,14:15,SATA - Air Acores,Pico Island (Azores) (PIX),SP435,256 km,0h 50m,79,PIX,InterIlhas
2026-06-19,14:20,SATA - Air Acores,Terceira (TER),SP409,165 km,0h 45m,37,TER,InterIlhas
2026-06-19,14:20,Azores Airlines,Barcelona (BCN),S4507,2404 km,3h 55m,180,BCN,Internacionais
2026-06-19,16:25,SATA - Air Acores,Horta (Azores) (HOR),SP577,244 km,0h 50m,37,HOR,InterIlhas
2026-06-19,16:40,SATA - Air Acores,Flores Island (Azores) (FLW),SP503,511 km,1h 25m,37,FLW,InterIlhas
2026-06-19,17:20,TAP,Lisbon (LIS),TP1863,1449 km,2h 35m,194,LIS,Territoriais
2026-06-19,17:40,SATA - Air Acores,Sao Jorge Island (SJZ),SP429,239 km,0h 55m,37,SJZ,InterIlhas
2026-06-19,18:15,SATA - Air Acores,Terceira (TER),SP1403,165 km,0h 45m,79,TER,InterIlhas
2026-06-19,18:45,SATA - Air Acores,Santa Maria (Azores) (SMA),SP104,101 km,0h 30m,37,SMA,InterIlhas
2026-06-19,19:00,SATA - Air Acores,Pico Island (Azores) (PIX),SP431,256 km,0h 50m,79,PIX,InterIlhas
2026-06-19,19:00,SATA - Air Acores,Horta (Azores) (HOR),SP447,278 km,0h 55m,79,HOR,InterIlhas
2026-06-19,19:25,Azores Airlines,Lisbon (LIS),S4127,1449 km,2h 30m,188,LIS,Territoriais
2026-06-19,19:35,Azores Airlines,Porto (OPO),S4173,1509 km,2h 25m,188,OPO,Territoriais
2026-06-19,19:50,SATA - Air Acores,Pico Island (Azores) (PIX),SP1439,256 km,0h 50m,79,PIX,InterIlhas
2026-06-19,20:00,SATA - Air Acores,Santa Maria (Azores) (SMA),SP1108,101 km,0h 30m,37,SMA,InterIlhas
2026-06-19,20:40,Edelweiss,Zurich (ZRH),WK260,2975 km,4h 40m,174,ZRH,Internacionais
2026-06-19,20:45,SATA - Air Acores,Terceira (TER),SP491,165 km,0h 45m,79,TER,InterIlhas
2026-06-19,20:45,Azores Airlines,Toronto (YYZ),S4322,4511 km,5h 45m,188,YYZ,Internacionais
2026-06-19,20:55,Azores Airlines,New York (JFK),S4246,4105 km,5h 35m,188,JFK,Internacionais
2026-06-19,21:15,Azores Airlines,Boston (BOS),S4224,3846 km,4h 55m,188,BOS,Internacionais
2026-06-19,21:20,SATA - Air Acores,Terceira (TER),SP407,165 km,0h 45m,79,TER,InterIlhas
2026-06-19,21:20,SATA - Air Acores,Santa Maria (Azores) (SMA),SP106,101 km,0h 30m,79,SMA,InterIlhas
2026-06-19,22:15,SATA - Air Acores,Terceira (TER),SP1401,165 km,0h 45m,79,TER,InterIlhas
2026-06-19,22:15,TAP,Lisbon (LIS),TP1865,1449 km,2h 35m,194,LIS,Territoriais
2026-06-19,23:05,United,New York (EWR),UA216,1199 km,2h 14m,179,EWR,Internacionais
2026-06-19,23:50,WestJet,Toronto (YYZ),WS76,4511 km,5h 45m,179,YYZ,Internacionais
2026-06-20,05:35,Azores Airlines,Funchal (FNC),S4161,985 km,2h 05m,79,FNC,Territoriais
2026-06-20,06:00,Azores Airlines,Porto (OPO),S4177,1509 km,2h 30m,168,OPO,Territoriais
2026-06-20,06:00,Azores Airlines,Lisbon (LIS),S4121,1449 km,2h 30m,188,LIS,Territoriais
2026-06-20,06:10,Azores Airlines,Frankfurt (FRA),S4565,3032 km,4h 35m,168,FRA,Internacionais
2026-06-20,06:25,Eurowings,Dusseldorf (DUS),EW9608,2947 km,4h 50m,177,DUS,Internacionais
2026-06-20,06:50,SATA - Air Acores,Terceira (TER),SP401,165 km,0h 45m,79,TER,InterIlhas
2026-06-20,07:25,SATA - Air Acores,Santa Maria (Azores) (SMA),SP100,101 km,0h 30m,79,SMA,InterIlhas
2026-06-20,08:15,TAP,Lisbon (LIS),TP1859,1449 km,2h 35m,194,LIS,Territoriais
2026-06-20,08:30,Binter Canarias,Las Palmas (LPA),NT4020,1453 km,2h 25m,132,LPA,Internacionais
2026-06-20,09:10,Iberia,Madrid (MAD),IB553,1928 km,3h 25m,180,MAD,Internacionais
2026-06-20,09:30,SATA - Air Acores,Graciosa Island (Azores) (GRW),SP419,252 km,0h 55m,37,GRW,InterIlhas
2026-06-20,09:35,SATA - Air Acores,Terceira (TER),SP1409,165 km,0h 45m,37,TER,InterIlhas
2026-06-20,10:00,Lufthansa,Frankfurt (FRA),LH1548,3032 km,5h 05m,215,FRA,Internacionais
2026-06-20,10:25,SATA - Air Acores,Pico Island (Azores) (PIX),SP437,256 km,0h 50m,79,PIX,InterIlhas
2026-06-20,10:55,SATA - Air Acores,Sao Jorge Island (SJZ),SP421,239 km,0h 55m,37,SJZ,InterIlhas
2026-06-20,10:55,SATA - Air Acores,Horta (Azores) (HOR),SP445,278 km,0h 55m,79,HOR,InterIlhas
2026-06-20,12:20,British Airways,London (LHR),BA534,1629 km,3h 00m,180,LHR,Internacionais
2026-06-20,12:35,Azores Airlines,Porto (OPO),S4171,1509 km,2h 30m,188,OPO,Territoriais
2026-06-20,12:35,Azores Airlines,Lisbon (LIS),S4123,1449 km,2h 30m,168,LIS,Territoriais
2026-06-20,13:00,SATA - Air Acores,Flores Island (Azores) (FLW),SP501,511 km,1h 25m,37,FLW,InterIlhas
2026-06-20,13:00,SATA - Air Acores,Terceira (TER),SP1407,165 km,0h 45m,79,TER,InterIlhas
2026-06-20,13:15,SATA - Air Acores,Santa Maria (Azores) (SMA),SP102,101 km,0h 30m,79,SMA,InterIlhas
2026-06-20,13:25,Azores Airlines,Funchal (FNC),S4163,985 km,1h 50m,188,FNC,Territoriais
2026-06-20,13:30,TAP,Lisbon (LIS),TP1861,1449 km,2h 30m,174,LIS,Territoriais
2026-06-20,14:10,SATA - Air Acores,Sao Jorge Island (SJZ),SP429,239 km,0h 55m,37,SJZ,InterIlhas
2026-06-20,14:10,Azores Airlines,Lisbon (LIS),S4125,1449 km,2h 30m,180,LIS,Territoriais
2026-06-20,14:20,Azores Airlines,Barcelona (BCN),S4507,2404 km,3h 55m,180,BCN,Internacionais
2026-06-20,14:30,Azores Airlines,Paris (CDG),S4513,2583 km,4h 00m,180,CDG,Internacionais
2026-06-20,15:40,SATA - Air Acores,Pico Island (Azores) (PIX),SP435,256 km,0h 50m,79,PIX,InterIlhas
2026-06-20,16:40,SATA - Air Acores,Flores Island (Azores) (FLW),SP503,511 km,1h 25m,37,FLW,InterIlhas
2026-06-20,17:15,TAP,Lisbon (LIS),TP1863,1449 km,2h 35m,194,LIS,Territoriais
2026-06-20,17:25,SATA - Air Acores,Horta (Azores) (HOR),SP575,235 km,0h 50m,37,HOR,InterIlhas
2026-06-20,18:00,SATA - Air Acores,Santa Maria (Azores) (SMA),SP104,101 km,0h 30m,37,SMA,InterIlhas
2026-06-20,18:30,SATA - Air Acores,Horta (Azores) (HOR),SP447,278 km,0h 55m,79,HOR,InterIlhas
2026-06-20,19:00,SATA - Air Acores,Pico Island (Azores) (PIX),SP431,256 km,0h 50m,79,PIX,InterIlhas
2026-06-20,19:25,Azores Airlines,Faro (FAO),S4199,1566 km,2h 40m,180,FAO,Territoriais
2026-06-20,19:25,Azores Airlines,Lisbon (LIS),S4127,1449 km,2h 30m,188,LIS,Territoriais
2026-06-20,19:35,Azores Airlines,Porto (OPO),S4173,1509 km,2h 25m,188,OPO,Territoriais
2026-06-20,19:55,SATA - Air Acores,Horta (Azores) (HOR),SP449,278 km,0h 55m,79,HOR,InterIlhas
2026-06-20,20:05,SATA - Air Acores,Terceira (TER),SP491,165 km,0h 45m,79,TER,InterIlhas
2026-06-20,20:10,SATA - Air Acores,Terceira (TER),SP409,165 km,0h 45m,37,TER,InterIlhas
2026-06-20,20:20,SATA - Air Acores,Pico Island (Azores) (PIX),SP1439,256 km,0h 50m,79,PIX,InterIlhas
2026-06-20,20:45,Azores Airlines,Toronto (YYZ),S4322,4511 km,5h 45m,188,YYZ,Internacionais
2026-06-20,20:55,SATA - Air Acores,Santa Maria (Azores) (SMA),SP106,101 km,0h 30m,79,SMA,InterIlhas
2026-06-20,21:15,Azores Airlines,Boston (BOS),S4280,3846 km,4h 55m,188,BOS,Internacionais
2026-06-20,21:30,Azores Airlines,Montreal (YUL),S4328,4024 km,5h 20m,188,YUL,Internacionais
2026-06-20,22:05,SATA - Air Acores,Terceira (TER),SP1401,165 km,0h 45m,79,TER,InterIlhas
2026-06-20,22:15,TAP,Lisbon (LIS),TP1865,1449 km,2h 35m,194,LIS,Territoriais
2026-06-20,22:35,Air Canada,Toronto (YYZ),AC952,4511 km,5h 45m,170,YYZ,Internacionais
2026-06-20,23:05,United,New York (EWR),UA216,1199 km,2h 14m,179,EWR,Internacionais
2026-06-21,05:35,Azores Airlines,Funchal (FNC),S4161,985 km,2h 05m,79,FNC,Territoriais
2026-06-21,06:00,Azores Airlines,Porto (OPO),S4177,1509 km,2h 30m,168,OPO,Territoriais
2026-06-21,06:00,Azores Airlines,Lisbon (LIS),S4121,1449 km,2h 30m,188,LIS,Territoriais
2026-06-21,06:50,SATA - Air Acores,Terceira (TER),SP401,165 km,0h 45m,79,TER,InterIlhas
2026-06-21,07:25,SATA - Air Acores,Santa Maria (Azores) (SMA),SP100,101 km,0h 30m,79,SMA,InterIlhas
2026-06-21,08:15,TAP,Lisbon (LIS),TP1859,1449 km,2h 35m,194,LIS,Territoriais
2026-06-21,08:35,SATA - Air Acores,Terceira (TER),SP403,165 km,0h 45m,79,TER,InterIlhas
2026-06-21,10:05,Lufthansa,Frankfurt (FRA),LH1548,3032 km,5h 05m,215,FRA,Internacionais
2026-06-21,10:25,SATA - Air Acores,Pico Island (Azores) (PIX),SP437,256 km,0h 50m,79,PIX,InterIlhas
2026-06-21,10:50,SATA - Air Acores,Graciosa Island (Azores) (GRW),SP419,252 km,0h 55m,37,GRW,InterIlhas
2026-06-21,10:55,SATA - Air Acores,Sao Jorge Island (SJZ),SP421,239 km,0h 55m,37,SJZ,InterIlhas
2026-06-21,10:55,SATA - Air Acores,Horta (Azores) (HOR),SP445,278 km,0h 55m,79,HOR,InterIlhas
2026-06-21,11:45,Azores Airlines,Boston (BOS),S4220,3846 km,5h 05m,188,BOS,Internacionais
2026-06-21,11:55,Azores Airlines,Praia (RAI),S4281,3846 km,6h 10m,188,RAI,Internacionais
2026-06-21,12:25,SmartWings,Prague (PRG),QS1172,3432 km,5h 05m,189,PRG,Internacionais
2026-06-21,12:35,Azores Airlines,Lisbon (LIS),S4123,1449 km,2h 30m,168,LIS,Territoriais
2026-06-21,12:35,Azores Airlines,Porto (OPO),S4171,1509 km,2h 30m,188,OPO,Territoriais
2026-06-21,12:55,SATA - Air Acores,Terceira (TER),SP1407,165 km,0h 45m,79,TER,InterIlhas
2026-06-21,13:00,SATA - Air Acores,Flores Island (Azores) (FLW),SP501,511 km,1h 25m,37,FLW,InterIlhas
2026-06-21,13:05,TAP,Lisbon (LIS),TP1861,1449 km,2h 30m,174,LIS,Territoriais
2026-06-21,13:10,SATA - Air Acores,Santa Maria (Azores) (SMA),SP102,101 km,0h 30m,79,SMA,InterIlhas
2026-06-21,13:15,Transavia,Amsterdam (AMS),HV6423,2857 km,4h 35m,230,AMS,Internacionais
2026-06-21,13:25,Azores Airlines,Funchal (FNC),S4163,985 km,1h 50m,188,FNC,Territoriais
2026-06-21,14:10,Azores Airlines,Lisbon (LIS),S4125,1449 km,2h 30m,180,LIS,Territoriais
2026-06-21,14:40,SATA - Air Acores,Terceira (TER),SP1409,165 km,0h 45m,37,TER,InterIlhas
2026-06-21,15:35,SATA - Air Acores,Pico Island (Azores) (PIX),SP435,256 km,0h 50m,79,PIX,InterIlhas
2026-06-21,16:10,SATA - Air Acores,Horta (Azores) (HOR),SP443,278 km,0h 55m,37,HOR,InterIlhas
2026-06-21,16:25,SATA - Air Acores,Horta (Azores) (HOR),SP575,235 km,0h 50m,37,HOR,InterIlhas
2026-06-21,17:20,TAP,Lisbon (LIS),TP1863,1449 km,2h 35m,194,LIS,Territoriais
2026-06-21,17:55,SATA - Air Acores,Santa Maria (Azores) (SMA),SP104,101 km,0h 30m,37,SMA,InterIlhas
2026-06-21,18:30,SATA - Air Acores,Horta (Azores) (HOR),SP447,278 km,0h 55m,79,HOR,InterIlhas
2026-06-21,18:45,SATA - Air Acores,Terceira (TER),SP1403,165 km,0h 45m,79,TER,InterIlhas
2026-06-21,19:15,SATA - Air Acores,Pico Island (Azores) (PIX),SP1439,256 km,0h 50m,79,PIX,InterIlhas
2026-06-21,19:20,SATA - Air Acores,Pico Island (Azores) (PIX),SP431,256 km,0h 50m,79,PIX,InterIlhas
2026-06-21,19:25,Azores Airlines,Lisbon (LIS),S4127,1449 km,2h 30m,188,LIS,Territoriais
2026-06-21,19:35,Azores Airlines,Porto (OPO),S4173,1509 km,2h 25m,188,OPO,Territoriais
2026-06-21,20:00,SATA - Air Acores,Terceira (TER),SP409,165 km,0h 45m,37,TER,InterIlhas
2026-06-21,20:20,SATA - Air Acores,Horta (Azores) (HOR),SP449,278 km,0h 55m,79,HOR,InterIlhas
2026-06-21,20:40,Edelweiss,Zurich (ZRH),WK260,2975 km,4h 40m,174,ZRH,Internacionais
2026-06-21,20:55,SATA - Air Acores,Santa Maria (Azores) (SMA),SP106,101 km,0h 30m,79,SMA,InterIlhas
2026-06-21,20:55,Azores Airlines,New York (JFK),S4246,4105 km,5h 35m,188,JFK,Internacionais
2026-06-21,21:15,Azores Airlines,Boston (BOS),S4280,3846 km,4h 55m,188,BOS,Internacionais
2026-06-21,21:50,SATA - Air Acores,Terceira (TER),SP491,165 km,0h 45m,79,TER,InterIlhas
2026-06-21,22:05,SATA - Air Acores,Terceira (TER),SP1401,165 km,0h 45m,79,TER,InterIlhas
2026-06-21,22:15,TAP,Lisbon (LIS),TP1865,1449 km,2h 35m,194,LIS,Territoriais
2026-06-21,22:25,WestJet,Toronto (YYZ),WS76,4511 km,5h 45m,179,YYZ,Internacionais
2026-06-21,23:05,United,New York (EWR),UA216,1199 km,2h 14m,179,EWR,Internacionais
2026-06-22,05:35,Azores Airlines,Funchal (FNC),S4161,985 km,2h 05m,79,FNC,Territoriais
2026-06-22,06:00,Azores Airlines,Porto (OPO),S4177,1509 km,2h 30m,168,OPO,Territoriais
2026-06-22,06:00,Azores Airlines,Lisbon (LIS),S4121,1449 km,2h 30m,188,LIS,Territoriais
2026-06-22,06:10,Azores Airlines,Frankfurt (FRA),S4565,3032 km,4h 35m,168,FRA,Internacionais
2026-06-22,06:50,SATA - Air Acores,Terceira (TER),SP401,165 km,0h 45m,79,TER,InterIlhas
2026-06-22,07:25,SATA - Air Acores,Santa Maria (Azores) (SMA),SP100,101 km,0h 30m,79,SMA,InterIlhas
2026-06-22,08:15,TAP,Lisbon (LIS),TP1859,1449 km,2h 35m,194,LIS,Territoriais
2026-06-22,09:00,SATA - Air Acores,Corvo Island (Azores) (CVU),SP1513,517 km,1h 25m,37,CVU,InterIlhas
2026-06-22,09:35,SATA - Air Acores,Terceira (TER),SP1409,165 km,0h 45m,37,TER,InterIlhas
2026-06-22,10:25,SATA - Air Acores,Pico Island (Azores) (PIX),SP437,256 km,0h 50m,79,PIX,InterIlhas
2026-06-22,10:50,SATA - Air Acores,Graciosa Island (Azores) (GRW),SP419,252 km,0h 55m,37,GRW,InterIlhas
2026-06-22,10:55,SATA - Air Acores,Sao Jorge Island (SJZ),SP421,239 km,0h 55m,37,SJZ,InterIlhas
2026-06-22,10:55,SATA - Air Acores,Horta (Azores) (HOR),SP445,278 km,0h 55m,79,HOR,InterIlhas
2026-06-22,11:55,Azores Airlines,Praia (RAI),S4281,3846 km,6h 10m,188,RAI,Internacionais
2026-06-22,12:30,SATA - Air Acores,Flores Island (Azores) (FLW),SP501,511 km,1h 25m,37,FLW,InterIlhas
2026-06-22,12:35,Azores Airlines,Porto (OPO),S4171,1509 km,2h 30m,188,OPO,Territoriais
2026-06-22,12:35,Azores Airlines,Lisbon (LIS),S4123,1449 km,2h 30m,168,LIS,Territoriais
2026-06-22,13:00,SATA - Air Acores,Terceira (TER),SP1407,165 km,0h 45m,79,TER,InterIlhas
2026-06-22,13:10,SATA - Air Acores,Santa Maria (Azores) (SMA),SP102,101 km,0h 30m,79,SMA,InterIlhas
2026-06-22,13:25,Azores Airlines,Funchal (FNC),S4163,985 km,1h 50m,188,FNC,Territoriais
2026-06-22,13:35,TAP,Lisbon (LIS),TP1861,1449 km,2h 30m,174,LIS,Territoriais
2026-06-22,13:40,SATA - Air Acores,Horta (Azores) (HOR),SP443,278 km,0h 55m,37,HOR,InterIlhas
2026-06-22,14:10,Azores Airlines,Lisbon (LIS),S4125,1449 km,2h 30m,180,LIS,Territoriais
2026-06-22,14:15,SATA - Air Acores,Pico Island (Azores) (PIX),SP435,256 km,0h 50m,79,PIX,InterIlhas
2026-06-22,15:30,Iberia,Madrid (MAD),IB555,1928 km,3h 25m,180,MAD,Internacionais
2026-06-22,15:35,SATA - Air Acores,Sao Jorge Island (SJZ),SP429,239 km,0h 55m,37,SJZ,InterIlhas
2026-06-22,16:40,SATA - Air Acores,Horta (Azores) (HOR),SP577,244 km,0h 50m,37,HOR,InterIlhas
2026-06-22,16:40,SATA - Air Acores,Flores Island (Azores) (FLW),SP503,511 km,1h 25m,37,FLW,InterIlhas
2026-06-22,17:20,SATA - Air Acores,Terceira (TER),SP1403,165 km,0h 45m,79,TER,InterIlhas
2026-06-22,17:20,TAP,Lisbon (LIS),TP1863,1449 km,2h 35m,194,LIS,Territoriais
2026-06-22,17:55,SATA - Air Acores,Santa Maria (Azores) (SMA),SP104,101 km,0h 30m,37,SMA,InterIlhas
2026-06-22,18:30,SATA - Air Acores,Horta (Azores) (HOR),SP447,278 km,0h 55m,79,HOR,InterIlhas
2026-06-22,19:00,SATA - Air Acores,Pico Island (Azores) (PIX),SP431,256 km,0h 50m,79,PIX,InterIlhas
2026-06-22,19:25,Azores Airlines,Lisbon (LIS),S4127,1449 km,2h 30m,188,LIS,Territoriais
